dyadid,org,sidea,sideaid,sideacomponents,sideb,sidebid,sidebcomponents,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,year,bestfatalityestimate,lowfatalityestimate,highfatalityestimate,location,gwnolocation,region,version
2-313,2,Supporters of IFP,1475,,Supporters of UDF,1861,,1/4/1989,1,5/5/1989,1,0,,0,1989,161,161,321,South Africa,560,4,2.5-2015
2-313,2,Supporters of IFP,1475,,Supporters of UDF,1861,,1/4/1989,1,5/5/1989,1,1,12/31/1990,5,1990,312,312,425,South Africa,560,4,2.5-2015
2-314,3,Mangweni clan,1862,,Mgodini clan,1863,,10/9/1993,1,10/20/1993,1,1,10/20/1993,1,1993,26,26,26,South Africa,560,4,2.5-2015
2-315,2,Supporters of ANC,1971,,Supporters of UDM,1864,,5/8/1997,1,7/17/1998,1,1,8/30/1998,1,1998,29,29,124,South Africa,560,4,2.5-2015
2-316,1,NUM,1866,,Uwusa,1865,,4/15/1989,1,8/19/1996,1,1,9/23/1996,2,1996,30,30,60,South Africa,560,4,2.5-2015
2-317,3,Lagunya,1868,,Webta,1867,,3/15/1991,3,10/20/1991,2,1,11/12/1991,1,1991,31,31,58,South Africa,560,4,2.5-2015
2-318,1,EPRLF,1165,,LTTE,1163,,9/28/1989,1,11/5/1989,1,1,12/27/1989,1,1989,225,225,247,Sri Lanka,780,3,2.5-2015
2-319,1,LTTE,1163,,PLOTE,1708,,5/21/1989,1,5/21/1989,1,0,,0,1989,51,51,53,Sri Lanka,780,3,2.5-2015
2-319,1,LTTE,1163,,PLOTE,1708,,5/21/1989,1,5/21/1989,1,1,1/4/1990,2,1990,50,50,50,Sri Lanka,780,3,2.5-2015
Feb-32,3,Bor Dinka,1569,,Murle,1514,,7/31/2007,3,7/31/2007,3,1,11/30/2007,5,2007,106,106,106,Sudan,625,4,2.5-2015
Feb-32,3,Bor Dinka,1569,,Murle,1514,,7/31/2007,3,12/5/2011,1,0,,0,2011,44,44,44,South Sudan,626,4,2.5-2015
Feb-32,3,Bor Dinka,1569,,Murle,1514,,7/31/2007,3,12/5/2011,1,1,12/28/2012,1,2012,118,118,125,South Sudan,626,4,2.5-2015
2-320,3,Awlad Omran clan,1869,,Awlad al-Zuid clan,1919,,7/30/1993,3,7/30/1993,3,1,7/30/1993,3,1993,108,108,108,Sudan,625,4,2.5-2015
2-320,3,Awlad Omran clan,1869,,Awlad al-Zuid clan,1919,,7/30/1993,3,6/1/2014,1,0,,0,2014,324,324,324,Sudan,625,4,2.5-2015
2-321,3,Awlad Zeid,1972,,Zaghawa,1566,,5/31/2001,2,5/31/2001,2,1,5/31/2001,2,2001,70,70,70,Sudan,625,4,2.5-2015
2-322,3,Dinka,1452,,Nuer,1519,,6/4/1996,2,11/27/1997,3,1,11/27/1997,3,1997,35,35,35,Sudan,625,4,2.5-2015
2-322,3,Dinka,1452,,Nuer,1519,,6/4/1996,2,1/6/2010,2,0,,0,2010,228,228,316,Sudan,625,4,2.5-2015
2-322,3,Dinka,1452,,Nuer,1519,,6/4/1996,2,1/6/2010,2,1,10/21/2011,1,2011,133,133,133,"Sudan, South Sudan","625, 626",4,2.5-2015
2-322,3,Dinka,1452,,Nuer,1519,,6/4/1996,2,12/19/2013,1,1,12/19/2013,1,2013,44,44,54,South Sudan,626,4,2.5-2015
2-323,3,Jikany Nuer,1870,,Lou Nuer,1567,,12/31/1993,5,12/31/1993,5,1,12/31/1993,5,1993,1001,1001,1001,Sudan,625,4,2.5-2015
2-323,3,Jikany Nuer,1870,,Lou Nuer,1567,,12/31/1993,5,5/8/2009,1,1,5/8/2009,1,2009,71,71,71,Sudan,625,4,2.5-2015
2-324,3,Masalit,1871,,Rizeigat Abbala,1536,,3/6/1998,5,3/6/1998,5,0,,0,1998,100,100,100,Sudan,625,4,2.5-2015
2-324,3,Masalit,1871,,Rizeigat Abbala,1536,,3/6/1998,5,3/6/1998,5,1,8/31/1999,3,1999,300,300,380,"Sudan, Chad","625, 483",4,2.5-2015
2-325,3,Rizeigat Abbala,1536,,Zaghawa,1566,,9/27/1996,1,9/30/1996,3,1,11/8/1996,1,1996,166,166,206,Sudan,625,4,2.5-2015
2-326,3,"Beni Halba Baggara, Salamat Baggara",562501,"1873, 1872",Fur,1874,,4/30/1989,5,4/30/1989,5,1,6/22/1989,1,1989,2000,2000,2400,Sudan,625,4,2.5-2015
2-327,1,SPLM/A,1312,,SPLM/A - AH,1875,,8/3/1993,2,9/13/1993,2,1,9/13/1993,2,1993,55,55,55,Sudan,625,4,2.5-2015
2-328,1,SPLM/A,1312,,SPLM/A - WN,1876,,12/3/1992,2,12/3/1992,2,0,,0,1992,40,40,100,Sudan,625,4,2.5-2015
2-328,1,SPLM/A,1312,,SPLM/A - WN,1876,,12/3/1992,2,12/3/1992,2,1,1/4/1993,1,1993,114,114,114,Sudan,625,4,2.5-2015
2-329,1,SPLM/A,1312,,SSDF,1546,,10/8/1991,3,12/31/1991,5,0,,0,1991,1002,1002,1002,Sudan,625,4,2.5-2015
2-329,1,SPLM/A,1312,,SSDF,1546,,10/8/1991,3,12/31/1991,5,0,,0,1992,1001,1001,1001,Sudan,625,4,2.5-2015
2-329,1,SPLM/A,1312,,SSDF,1546,,10/8/1991,3,12/31/1991,5,0,,0,1993,2732,2732,3731,Sudan,625,4,2.5-2015
2-329,1,SPLM/A,1312,,SSDF,1546,,10/8/1991,3,12/31/1991,5,1,10/22/1994,1,1994,150,150,150,Sudan,625,4,2.5-2015
2-329,1,SPLM/A,1312,,SSDF,1546,,10/8/1991,3,12/31/1997,5,1,12/31/1997,5,1997,200,200,200,Sudan,625,4,2.5-2015
2-329,1,SPLM/A,1312,,SSDF,1546,,10/8/1991,3,6/19/2002,1,1,6/19/2002,1,2002,82,82,82,Sudan,625,4,2.5-2015
Feb-33,3,Borana,1445,,Guji,1467,,7/31/1991,5,6/12/2006,3,1,6/12/2006,3,2006,101,101,151,Ethiopia,530,4,2.5-2015
2-330,1,SPLM/A,1312,,SSUM/A,1920,,7/30/2000,2,7/30/2000,2,1,9/1/2000,1,2000,390,390,390,Sudan,625,4,2.5-2015
2-331,1,SPLM/A,1312,,UNRF II,1339,,3/2/1997,2,3/2/1997,2,1,12/10/1997,1,1997,210,210,210,Sudan,625,4,2.5-2015
2-332,1,SPLM/A,1312,,WNBF,1338,,6/2/1995,1,6/2/1995,1,0,,0,1995,64,64,64,Sudan,625,4,2.5-2015
2-332,1,SPLM/A,1312,,WNBF,1338,,6/2/1995,1,6/2/1995,1,0,,0,1996,49,49,49,Sudan,625,4,2.5-2015
2-332,1,SPLM/A,1312,,WNBF,1338,,6/2/1995,1,6/2/1995,1,1,3/2/1997,2,1997,100,100,100,Sudan,625,4,2.5-2015
2-333,1,SSDF,1546,,SSUM/A,1920,,1/17/1998,3,1/17/1998,3,0,,0,1998,249,249,251,Sudan,625,4,2.5-2015
2-333,1,SSDF,1546,,SSUM/A,1920,,1/17/1998,3,1/17/1998,3,1,10/28/1999,1,1999,241,241,243,Sudan,625,4,2.5-2015
2-334,3,Moba,1878,,Tchokossi,1877,,10/29/1991,2,10/29/1991,2,1,10/29/1991,2,1991,31,31,31,Togo,461,4,2.5-2015
2-335,3,Bokora Karimojong,1444,,"Jie, Matheniko Karimojong",550010,"1489, 1908",7/1/2000,1,7/1/2000,1,1,7/1/2000,1,2000,48,48,48,Uganda,500,4,2.5-2015
2-336,3,Bokora Karimojong,1444,,Matheniko Karimojong,1908,,1/31/1992,3,7/29/1999,1,1,9/10/1999,2,1999,352,352,572,Uganda,500,4,2.5-2015
2-337,3,Bokora Karimojong,1444,,"Matheniko Karimojong, Turkana",550009,"1908, 1554",7/2/2000,1,7/2/2000,1,1,7/2/2000,1,2000,60,60,60,Uganda,500,4,2.5-2015
2-338,3,Dodoth,1921,,Jie,1489,,3/19/2000,1,3/19/2000,1,1,7/23/2000,1,2000,135,135,135,Uganda,500,4,2.5-2015
2-338,3,Dodoth,1921,,Jie,1489,,3/19/2000,1,9/28/2005,1,1,9/28/2005,1,2005,30,30,30,Uganda,500,4,2.5-2015
2-338,3,Dodoth,1921,,Jie,1489,,3/19/2000,1,11/3/2009,1,1,11/3/2009,1,2009,38,38,38,Uganda,500,4,2.5-2015
2-339,3,Dodoth,1921,,"Toposa, Turkana",550005,"1553, 1554",2/1/2000,2,2/1/2000,2,1,2/1/2000,2,2000,43,43,43,Uganda,500,4,2.5-2015
Feb-34,3,Borana,1445,,Konso,1922,,10/3/2007,1,7/31/2008,5,1,7/31/2008,5,2008,46,46,46,Ethiopia,530,4,2.5-2015
2-340,3,Iteso,1879,,Karimojong,1923,,9/13/2001,1,9/13/2001,1,1,9/13/2001,1,2001,32,32,32,Uganda,500,4,2.5-2015
2-341,3,Karimojong,1923,,Pokot,1529,,3/2/1989,1,4/30/1998,3,1,7/1/1998,1,1998,134,134,134,Uganda,500,4,2.5-2015
2-341,3,Karimojong,1923,,Pokot,1529,,3/2/1989,1,4/28/2000,1,1,4/28/2000,1,2000,60,60,60,Uganda,500,4,2.5-2015
2-341,3,Karimojong,1923,,Pokot,1529,,3/2/1989,1,1/6/2003,1,1,1/6/2003,1,2003,53,53,53,Uganda,500,4,2.5-2015
2-342,3,Matheniko Karimojong,1908,,Pokot,1529,,2/6/1999,1,2/6/1999,1,1,2/6/1999,1,1999,36,36,36,Uganda,500,4,2.5-2015
2-343,1,Republic of Bosnia-Herzegovina,1710,,Serbian Republic of Bosnia-Herzegovina,1182,,4/5/1992,2,4/5/1992,2,1,4/23/1992,1,1992,144,140,150,Serbia (Yugoslavia),345,1,2.5-2015
2-344,1,Republic of Croatia,1180,,"SAO Eastern Slavonia, Baranja and Western Symria",1711,,6/26/1991,1,7/4/1991,1,1,9/9/1991,1,1991,83,83,88,Serbia (Yugoslavia),345,1,2.5-2015
2-345,1,Republic of Croatia,1180,,SAO Krajina,1712,,6/26/1991,1,7/21/1991,1,1,9/16/1991,1,1991,189,161,189,Serbia (Yugoslavia),345,1,2.5-2015
2-346,1,Republic of Croatia,1180,,Serbian Republic of Krajina,1183,,1/19/1992,1,4/3/1992,1,1,4/21/1992,1,1992,35,35,37,Serbia (Yugoslavia),345,1,2.5-2015
2-347,1,Forces of Jing Caludtiag,1713,,Forces of Randy Karon,1714,,5/28/2009,1,7/27/2009,3,1,7/27/2009,3,2009,44,44,44,Philippines,840,3,2.5-2015
2-348,3,Afor,1880,,Fulani,1461,,12/6/2009,1,12/19/2009,2,1,12/19/2009,2,2009,33,33,71,Nigeria,475,4,2.5-2015
2-349,2,Supporters of Andry Rajoelina,1881,,Supporters of Marc Ravalomanana,1924,,1/26/2009,1,1/28/2009,1,1,3/11/2009,2,2009,82,55,119,Madagascar (Malagasy),580,4,2.5-2015
Feb-35,3,Borana,1445,,"Gabra, Garre",553003,"1463, 1963",1/20/1992,3,1/20/1992,3,1,6/30/1992,2,1992,381,381,381,Ethiopia,530,4,2.5-2015
2-350,1,Al-Shabaab,1578,,Hizbul Islam,1882,,10/1/2009,1,10/1/2009,1,0,,0,2009,121,101,165,Somalia,520,4,2.5-2015
2-350,1,Al-Shabaab,1578,,Hizbul Islam,1882,,10/1/2009,1,10/1/2009,1,1,12/18/2010,1,2010,88,79,98,Somalia,520,4,2.5-2015
2-353,3,Ngok Dinka,1884,,Shiluk,1885,,2/11/2000,1,1/11/2009,1,1,11/11/2009,1,2009,121,121,134,Sudan,625,4,2.5-2015
2-355,3,Bari,1886,,Mundari,1925,,5/6/2009,2,5/24/2009,3,1,5/24/2009,3,2009,41,41,52,Sudan,625,4,2.5-2015
2-356,3,Bor Dinka,1569,,Mundari,1925,,12/19/2007,1,10/7/2009,2,1,10/7/2009,2,2009,37,37,37,Sudan,625,4,2.5-2015
2-357,3,Aliap Dinka,1887,,Mundari,1925,,11/15/2009,1,11/17/2009,2,1,11/17/2009,2,2009,52,52,52,Sudan,625,4,2.5-2015
2-358,3,Luac Jang Dinka,1888,,Awan Dinka,1889,,8/11/2009,2,8/11/2009,2,1,8/11/2009,2,2009,30,30,30,Sudan,625,4,2.5-2015
Feb-36,3,Burji,1446,,Guji,1467,,10/2/2006,1,10/2/2006,1,1,10/6/2006,1,2006,37,37,37,Ethiopia,530,4,2.5-2015
2-360,3,Fulani,1461,,Tarok,1550,,3/8/2004,2,4/6/2013,1,1,11/10/2013,1,2013,118,118,135,Nigeria,475,4,2.5-2015
2-360,3,Fulani,1461,,Tarok,1550,,3/8/2004,2,4/27/2004,1,1,4/27/2004,1,2004,120,120,140,Nigeria,475,4,2.5-2015
2-362,3,Pari,1890,,Toposa,1553,,12/31/1990,5,12/31/1990,5,1,12/31/1990,5,1990,35,35,35,Sudan,625,4,2.5-2015
2-363,1,Al-Shabaab,1578,,ONLF,1346,,12/31/2007,1,12/31/2007,1,1,12/31/2007,1,2007,40,40,40,Ethiopia,530,4,2.5-2015
2-365,3,Arab,1891,,Kounta,1892,,7/14/1999,1,7/14/1999,1,1,10/16/1999,1,1999,59,59,77,Mali,432,4,2.5-2015
2-366,3,Atyap,1893,,Hausa,1462,,2/6/1992,1,2/6/1992,1,1,5/16/1992,2,1992,582,547,1925,Nigeria,475,4,2.5-2015
2-368,3,Hausa,1462,,"Igbo, Yoruba",547503,"1476, 1562",10/13/2001,2,10/13/2001,2,1,10/13/2001,2,2001,200,200,200,Nigeria,475,4,2.5-2015
2-369,3,Jie,1489,,Matheniko Karimojong,1908,,3/31/2005,3,3/31/2005,3,1,3/31/2005,3,2005,26,26,26,Uganda,500,4,2.5-2015
Feb-37,1,CNDD-FDD,1280,,Palipehutu-FNL,1278,,9/6/2003,1,10/18/2003,1,0,,0,2003,43,43,57,Burundi,516,4,2.5-2015
Feb-37,1,CNDD-FDD,1280,,Palipehutu-FNL,1278,,9/6/2003,1,10/18/2003,1,1,11/11/2004,1,2004,54,54,62,Burundi,516,4,2.5-2015
2-370,2,Supporters of Laurent Gbagbo,1894,,Supporters of Alassane Outtara,1895,,10/26/2000,1,10/26/2000,1,1,10/26/2000,1,2000,25,25,25,Ivory Coast,437,4,2.5-2015
2-371,2,Supporters of Didier Ratsiraka,1896,,Supporters of Marc Ravalomanana,1924,,2/26/2002,1,4/13/2002,1,1,7/4/2002,1,2002,79,79,79,Madagascar (Malagasy),580,4,2.5-2015
2-372,3,Mauritanian,1897,,Senegalese,1898,,4/20/1989,1,4/25/1989,2,1,4/30/1989,1,1989,221,221,637,"Senegal, Mauritania","433, 435",4,2.5-2015
2-373,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,4/22/1991,2,1/18/2010,1,1,11/22/2012,1,2012,128,128,135,Nigeria,475,4,2.5-2015
2-373,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,4/22/1991,2,4/22/1991,2,0,,0,1991,350,300,550,Nigeria,475,4,2.5-2015
2-373,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,4/22/1991,2,4/22/1991,2,1,3/13/1992,1,1992,200,4,200,Nigeria,475,4,2.5-2015
2-373,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,4/22/1991,2,2/24/2000,2,1,9/8/2000,2,2000,1853,1348,5211,Nigeria,475,4,2.5-2015
2-373,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,4/22/1991,2,6/26/2002,1,1,11/23/2002,2,2002,201,196,479,Nigeria,475,4,2.5-2015
2-373,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,4/22/1991,2,2/24/2004,1,1,11/12/2004,1,2004,1281,891,1456,Nigeria,475,4,2.5-2015
2-373,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,4/22/1991,2,2/20/2006,1,1,2/24/2006,1,2006,141,141,181,Nigeria,475,4,2.5-2015
2-373,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,4/22/1991,2,1/18/2010,1,0,,0,2010,109,106,296,Nigeria,475,4,2.5-2015
2-373,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,4/22/1991,2,1/18/2010,1,0,,0,2011,880,880,1167,Nigeria,475,4,2.5-2015
2-373,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,4/22/1991,2,3/15/2014,2,0,,0,2014,333,326,471,Nigeria,475,4,2.5-2015
2-374,3,Bini,1901,,Urhobo,1820,,8/19/1998,1,8/19/1998,1,1,8/19/1998,1,1998,50,50,50,Nigeria,475,4,2.5-2015
2-375,2,Supporters of PDP,1527,,Supporters of UNPP,1902,,4/11/2003,2,4/11/2003,2,1,4/11/2003,2,2003,31,31,31,Nigeria,475,4,2.5-2015
2-376,2,Supporters of Jean-Bertrand Aristide,1715,,Supporters of Roger Lafontant,1716,,1/7/1991,1,1/7/1991,1,1,1/7/1991,1,1991,40,37,50,Haiti,41,5,2.5-2015
2-377,3,Meskhetian Turk,1717,,Uzbek,1718,,5/23/1989,1,6/6/1989,2,1,6/6/1989,2,1989,98,98,98,Russia (Soviet Union),365,1,2.5-2015
2-378,3,Kyrgyz,1719,,Uzbek,1718,,6/4/1990,1,6/10/1990,2,1,6/10/1990,2,1990,171,171,171,Russia (Soviet Union),365,1,2.5-2015
2-378,3,Kyrgyz,1719,,Uzbek,1718,,6/4/1990,1,6/12/2010,1,1,6/15/2010,2,2010,41,465,469,Kyrgyzstan,703,3,2.5-2015
2-379,1,Taleban - Ali Dad faction,1721,,Taleban - Mola Khel faction,1722,,3/26/1996,2,3/26/1996,2,1,3/26/1996,2,1996,30,30,30,Afghanistan,700,3,2.5-2015
Feb-38,1,CNDP,1272,,PARECO,1763,,9/11/2007,1,4/28/2008,3,1,11/27/2008,1,2008,60,60,160,DR Congo (Zaire),490,4,2.5-2015
2-380,3,Hindus (India),1723,,Muslims (India),1724,,3/31/1989,3,9/8/2013,1,1,11/3/2013,1,2013,68,68,70,India,750,3,2.5-2015
2-380,3,Hindus (India),1723,,Muslims (India),1724,,3/31/1989,3,10/17/1989,3,0,,0,1989,441,441,441,India,750,3,2.5-2015
2-380,3,Hindus (India),1723,,Muslims (India),1724,,3/31/1989,3,10/17/1989,3,0,,0,1990,1878,1878,2215,India,750,3,2.5-2015
2-380,3,Hindus (India),1723,,Muslims (India),1724,,3/31/1989,3,10/17/1989,3,0,,0,1991,96,96,162,India,750,3,2.5-2015
2-380,3,Hindus (India),1723,,Muslims (India),1724,,3/31/1989,3,10/17/1989,3,0,,0,1992,462,451,1053,India,750,3,2.5-2015
2-380,3,Hindus (India),1723,,Muslims (India),1724,,3/31/1989,3,10/17/1989,3,1,8/31/1993,3,1993,142,129,757,India,750,3,2.5-2015
2-380,3,Hindus (India),1723,,Muslims (India),1724,,3/31/1989,3,4/23/2002,1,1,12/24/2002,1,2002,60,60,61,India,750,3,2.5-2015
2-381,3,Christians (Indonesia),1725,,Muslims (Indonesia),1726,,1/19/1999,1,1/19/1999,1,0,,0,1999,504,443,1120,Indonesia,850,3,2.5-2015
2-381,3,Christians (Indonesia),1725,,Muslims (Indonesia),1726,,1/19/1999,1,1/19/1999,1,1,11/26/2000,3,2000,493,468,493,Indonesia,850,3,2.5-2015
2-381,3,Christians (Indonesia),1725,,Muslims (Indonesia),1726,,2/14/1999,2,9/21/2002,1,1,9/21/2002,1,2002,26,26,26,Indonesia,850,3,2.5-2015
2-381,3,Christians (Indonesia),1725,,Muslims (Indonesia),1726,,2/14/1999,2,4/25/2004,1,1,11/13/2004,1,2004,49,40,56,Indonesia,850,3,2.5-2015
2-382,3,Akibu,4467,,Tonakau,4468,,3/2/1999,3,3/12/1999,3,1,3/12/1999,3,1999,60,60,60,Papua New Guinea,910,3,2.5-2015
2-383,3,Christians (Philippines),1737,,Muslims (Philippines),1738,,2/5/1993,1,10/24/1993,2,1,12/26/1993,1,1993,43,43,58,Philippines,840,3,2.5-2015
2-384,2,Supporters of PA,1740,,Supporters of UNP,1739,,7/28/1994,3,8/21/1994,2,1,11/5/1994,1,1994,29,29,29,Sri Lanka,780,3,2.5-2015
2-385,3,Santiago Xochiltepec,1742,,Santo Domingo Teojomulco,1741,,5/31/2002,2,5/31/2002,2,1,5/31/2002,2,2002,26,26,26,Mexico,70,5,2.5-2015
2-386,3,Kuki,1231,,Paite,1743,,7/8/1997,3,7/8/1997,3,1,12/21/1997,1,1997,136,136,297,India,750,3,2.5-2015
2-388,1,PKK,1166,,PUK,1103,,10/4/1992,1,10/8/1992,2,1,10/8/1992,2,1992,50,50,50,Iraq,645,2,2.5-2015
2-388,1,PKK,1166,,PUK,1103,,10/4/1992,1,9/22/2000,2,1,12/4/2000,2,2000,92,92,105,Iraq,645,2,2.5-2015
2-389,1,Forces of Michel Aoun,1084,,PSP,1744,,3/11/1989,1,3/22/1989,1,1,5/2/1989,1,1989,31,31,32,Lebanon,660,2,2.5-2015
Feb-39,1,Comando Vermelho,1633,,Terceiro Comando,1642,,6/19/1993,1,2/21/1994,2,0,,0,1994,28,28,28,Brazil,140,5,2.5-2015
Feb-39,1,Comando Vermelho,1633,,Terceiro Comando,1642,,6/19/1993,1,2/21/1994,2,1,12/10/1995,2,1995,40,40,40,Brazil,140,5,2.5-2015
Feb-39,1,Comando Vermelho,1633,,Terceiro Comando,1642,,6/19/1993,1,12/12/1997,1,1,12/13/1997,1,1997,29,29,29,Brazil,140,5,2.5-2015
Feb-39,1,Comando Vermelho,1633,,Terceiro Comando,1642,,6/19/1993,1,6/10/2001,1,0,,0,2001,74,74,74,Brazil,140,5,2.5-2015
Feb-39,1,Comando Vermelho,1633,,Terceiro Comando,1642,,6/19/1993,1,6/10/2001,1,0,,0,2002,48,48,52,Brazil,140,5,2.5-2015
Feb-39,1,Comando Vermelho,1633,,Terceiro Comando,1642,,6/19/1993,1,6/10/2001,1,0,,0,2003,35,41,41,Brazil,140,5,2.5-2015
Feb-39,1,Comando Vermelho,1633,,Terceiro Comando,1642,,6/19/1993,1,6/10/2001,1,1,7/4/2004,2,2004,34,34,34,Brazil,140,5,2.5-2015
2-390,1,Lashkar of Orakzai tribe,1753,,TTP,1199,,8/18/2009,1,12/22/2009,1,1,12/22/2009,1,2009,27,27,27,Pakistan,770,3,2.5-2015
2-391,1,Forces of Turkestan Bhittani,1754,,TTP,1199,,6/24/2008,2,8/12/2009,1,1,10/6/2009,1,2009,101,101,121,Pakistan,770,3,2.5-2015
2-393,1,CNDD,1277,,Palipehutu-FNL,1278,,1/11/1997,3,7/6/1997,2,1,7/6/1997,2,1997,224,224,610,"Tanzania, Burundi","510, 516",4,2.5-2015
2-394,3,Dodoth,1921,,Turkana,1554,,6/11/2000,1,6/11/2000,1,1,6/11/2000,1,2000,70,70,70,Uganda,500,4,2.5-2015
2-395,3,Anuak,1435,,Highlanders,1957,,1/30/2004,1,1/30/2004,1,1,11/30/2004,3,2004,114,114,236,Ethiopia,530,4,2.5-2015
2-396,1,FNI,1460,,PUSIC,1959,,3/4/2003,1,3/4/2003,1,1,5/31/2003,1,2003,67,67,188,DR Congo (Zaire),490,4,2.5-2015
2-397,1,FNI,1460,,UPC,1960,,5/6/2003,1,5/6/2003,1,1,8/23/2003,1,2003,429,429,468,DR Congo (Zaire),490,4,2.5-2015
2-398,1,"FNI, FRPI",549003,"1460, 1961",UPC,1960,,3/6/2003,1,3/6/2003,1,1,3/6/2003,1,2003,71,71,106,DR Congo (Zaire),490,4,2.5-2015
2-399,1,RCD-K-ML ,1650,,UPC,1960,,8/14/2002,3,8/14/2002,3,1,12/3/2002,1,2002,216,216,216,DR Congo (Zaire),490,4,2.5-2015
4-Feb,2,Supporters of ACN,1760,,Supporters of PDP,1527,,1/14/2008,1,3/21/2008,1,1,4/22/2008,1,2008,33,33,33,Nigeria,475,4,2.5-2015
4-Feb,2,Supporters of ACN,1760,,Supporters of PDP,1527,,1/14/2008,1,10/17/2011,1,1,10/17/2011,1,2011,26,26,46,Nigeria,475,4,2.5-2015
Feb-40,1,CPN-M,1100,,MJF,1645,,1/19/2007,1,3/21/2007,1,1,3/28/2007,1,2007,30,30,33,Nepal,790,3,2.5-2015
2-401,3,Suri,1549,,Tishana-Me’en,1962,,12/31/2001,5,12/31/2001,5,1,12/31/2001,5,2001,34,34,34,Ethiopia,530,4,2.5-2015
2-402,3,Borana,1445,,Hamar,1964,,12/31/1999,5,12/31/1999,5,1,12/31/1999,5,1999,26,26,26,Ethiopia,530,4,2.5-2015
2-403,3,Geri,1906,,Makahin,1965,,6/30/2001,3,6/30/2001,3,1,6/30/2001,3,2001,32,32,32,Ethiopia,530,4,2.5-2015
2-404,3,Borana,1445,,Gabra,1463,,4/30/1992,3,1/28/2012,2,1,1/28/2012,2,2012,27,27,31,"Kenya, Ethiopia","501, 530",4,2.5-2015
2-404,3,Borana,1445,,Gabra,1463,,4/30/1992,3,7/12/2005,1,0,,0,2005,68,68,95,Kenya,501,4,2.5-2015
2-404,3,Borana,1445,,Gabra,1463,,4/30/1992,3,7/12/2005,1,0,,0,2006,74,74,74,Kenya,501,4,2.5-2015
2-404,3,Borana,1445,,Gabra,1463,,4/30/1992,3,7/12/2005,1,1,2/11/2007,2,2007,27,27,27,"Kenya, Ethiopia","501, 530",4,2.5-2015
2-405,3,Pokot,1529,,Samburu,1794,,4/30/2006,3,9/20/2006,3,1,9/20/2006,3,2006,25,25,25,Kenya,501,4,2.5-2015
2-405,3,Pokot,1529,,Samburu,1794,,4/30/2006,3,9/14/2009,1,1,12/31/2009,5,2009,51,43,54,Kenya,501,4,2.5-2015
2-406,3,Samburu,1794,,Turkana,1554,,12/31/1992,5,12/31/1996,5,1,12/31/1996,5,1996,54,54,54,Kenya,501,4,2.5-2015
2-408,3,Ari,1968,,Mursi,1969,,5/31/1991,3,5/31/1991,3,1,5/31/1991,3,1991,51,51,51,Ethiopia,530,4,2.5-2015
2-408,3,Ari,1968,,Mursi,1969,,5/31/1991,3,1/3/1999,2,1,1/3/1999,2,1999,31,31,41,Ethiopia,530,4,2.5-2015
2-409,3,Dassanetch,1574,,"Nyangatom, Toposa",553002,"1573, 1553",3/31/1989,5,3/31/1989,5,1,3/31/1989,5,1989,60,60,60,Kenya,501,4,2.5-2015
Feb-41,3,Dabare subclan of Digil clan (Digil-Mirifle),1447,,Luway subclan of Mirifle clan (Digil-Mirifle),1497,,5/30/2004,1,8/15/2004,1,1,12/16/2004,1,2004,47,47,87,Somalia,520,4,2.5-2015
2-410,3,"Dayak, Malay",585001,"1680, 1970",Madurese,1681,,2/25/1999,2,3/19/1999,2,1,3/25/1999,3,1999,172,172,209,Indonesia,850,3,2.5-2015
2-411,3,Samburu,1794,,Somali (Kenya),1991,,9/26/1996,5,9/26/1996,5,1,9/26/1996,5,1996,40,40,40,Kenya,501,4,2.5-2015
2-412,3,Bokora Karimojong,1444,,"Jie, Matheniko Karimojong, Turkana",550004,"1489, 1908, 1554",7/11/2000,1,7/11/2000,1,1,7/11/2000,1,2000,213,213,213,Uganda,500,4,2.5-2015
2-413,1,Forces of General Morgan,1966,,Forces of Omar Jess,1837,,3/11/1997,1,8/23/1997,2,0,,0,1997,188,188,188,Somalia,520,4,2.5-2015
2-413,1,Forces of General Morgan,1966,,Forces of Omar Jess,1837,,3/11/1997,1,8/23/1997,2,1,12/13/1998,2,1998,240,214,251,Somalia,520,4,2.5-2015
2-414,1,Gulf Cartel,1643,,Los Zetas,1973,,2/23/2010,1,3/31/2010,3,0,,0,2012,555,555,592,Mexico,70,5,2.5-2015
2-414,1,Gulf Cartel,1643,,Los Zetas,1973,,2/23/2010,1,3/31/2010,3,0,,0,2013,339,257,358,Mexico,70,5,2.5-2015
2-414,1,Gulf Cartel,1643,,Los Zetas,1973,,2/23/2010,1,3/31/2010,3,0,,0,2010,412,412,775,Mexico,70,5,2.5-2015
2-414,1,Gulf Cartel,1643,,Los Zetas,1973,,2/23/2010,1,3/31/2010,3,0,,0,2011,345,345,411,Mexico,70,5,2.5-2015
